PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia
0.0,13.51827153852377,0.42999786981557575,1.1544830559549955,0.0,6.3170283959381495,0.14,0.0,0.86,1.0,0.026573314662932588,0.0,0.008069613922784557,0.00614760952190438,0.0,0.003024664932986597,0.494385881095833,0.0
1.0,1.4673334028177394,0.34590567922249393,2.036158216014762,0.0,7.553594347010252,0.1075,0.0,0.8925,1.0,0.01283096619323865,0.0,0.011397879575915183,0.0030798559711942386,0.0,0.004086137227445489,0.46311794585972094,0.0
2.0,9.005154300267524,0.36060694278295746,1.4351148842789154,0.0,7.052154128962387,0.3725,0.0,0.6275,1.0,0.045089217843568716,0.0,0.057061212242448485,0.009306521304260853,0.0,0.0009487297459491897,0.44500605565681206,0.0
3.0,17.231089189629834,0.6300254368635338,2.491843753293047,0.0,7.118883803042811,0.85875,0.0,0.14125,1.0,0.030013802760552113,0.0,0.03724504900980196,0.007654510902180435,0.0,0.003726045209041808,0.1678072345343147,0.0
4.0,3.405037139268053,0.4304510132581014,3.2253261789809446,0.0,1.1079872374834883,0.76,0.0,0.24,1.0,0.01995699139827966,0.0,0.04051430286057211,0.00869631926385277,0.0,0.0038924584916983397,0.015920035100681223,0.0
5.0,4.081343661800318,0.6028466739928868,3.4703444496110456,0.0,7.640635283975976,0.50125,0.0,0.49875,1.0,0.03748289657931587,0.0,0.05509021804360872,0.006502940588117623,0.0,0.004985897179435887,0.8477069557261343,0.0
6.0,5.911878876126847,0.21346885348025713,6.370207278547854,0.0,0.8559580168234296,0.5075,0.0,0.4925,1.0,0.03696339267853571,0.0,0.0337751550310062,0.006731766353270653,0.0,0.002308241648329666,0.8330902038037626,0.0
7.0,6.167126671051462,0.6574499804013173,7.174765427944782,0.0,1.5224451141147675,0.445,0.0,0.555,1.0,0.021290058011602324,0.0,0.02878275655131026,0.008737247449489898,0.0,0.0016472894578915783,0.008860537474070646,0.0
8.0,14.029926980203674,0.27875878971448104,2.5453894272073194,0.0,1.5222701505342573,0.94875,0.0,0.05125,1.0,0.04751030206041209,0.0,0.036761152230446084,0.0014650530106021203,0.0,0.00457879575915183,0.65855908576603,0.0
9.0,14.490723010312953,0.3922522520165881,2.631764639319375,0.0,4.467958783163261,0.27125,0.0,0.72875,1.0,0.025416683336667335,0.0,0.03952290458091618,0.0074275455091018195,0.0,0.004501700340068014,0.7505908285423544,0.0
10.0,16.714381507384587,0.6480120167684766,5.641193626496166,0.0,0.3547075996209353,0.32375,0.0,0.67625,1.0,0.03641448289657932,0.0,0.01753510702140428,0.006668513702740547,0.0,0.003451510302060412,0.6392061769108908,0.0
11.0,1.0510808468246708,0.2370804143743495,3.034674855920062,0.0,5.07517177284239,0.65625,0.0,0.34375,1.0,0.016683136627325467,0.0,0.048693338667733545,0.007373594718943788,0.0,0.001398139627925585,0.9329121979528975,0.0
12.0,4.2980133660790605,0.6760673979457349,2.4105238055022413,0.0,2.3879955322093966,0.75375,0.0,0.24625,1.0,0.04025685137027406,0.0,0.04142308461692338,0.0033700740148029603,0.0,0.004597599519903981,0.6280832670512642,0.0
13.0,17.15092563146173,0.5682595762417739,3.753505907536534,0.0,2.986179833885226,0.82375,0.0,0.17625,1.0,0.04335427085417084,0.0,0.031579915983196635,0.0006948589717943588,0.0,0.001812762552510502,0.844564629115134,0.0
14.0,4.052300460073979,0.46512976639062603,3.8208191515619183,0.0,5.74771704591354,0.7675,0.0,0.2325,1.0,0.020427485497099423,0.0,0.03988877775555111,0.007911242248449689,0.0,0.0028667133426685336,0.021595491114562746,0.0
15.0,6.3052260945391145,0.3870696358895217,3.9129951046700864,0.0,3.3943187356364692,0.35125,0.0,0.64875,1.0,0.018614122824564917,0.0,0.005225245049009801,0.0019096819363872775,0.0,0.000366753350670134,0.7829573281570551,0.0
16.0,0.4615633193893244,0.4963525124846759,0.5965818458731466,0.0,7.275760935178523,0.14375,0.0,0.85625,1.0,0.041893778755751156,0.0,0.052411082216443285,0.0006632326465293058,0.0,0.004015623124624925,0.09108057357358243,0.0
17.0,7.363786458648747,0.34025968647618343,6.769685729369128,0.0,2.9816328040525066,0.56125,0.0,0.43875,1.0,0.04171734346869374,0.0,0.04549489897979595,0.002285477095419084,0.0,0.003060392078415683,0.7867994759013742,0.0
