PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,sla_random,wd_random,restime_sap
0.0,6.117451521607675,0.399971914127061,2.9350962229678332,0.0,3.6816510728492196,0.555,0.0,0.445,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.029584749645417997,0.0,0.01199068495788231,0.3,16.070386837254148
1.0,6.442496621364632,0.3152044422878046,5.806487715120467,0.0,8.111377779301696,0.785,0.0,0.215,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.46475507371821817,0.0,0.014140036045113739,0.4352521852434478,15.920610333157956
2.0,9.425525133364564,0.45584175192096993,7.451823190620629,0.0,3.293721410414233,0.9025,0.0,0.0975,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.7920330438350098,0.0,0.025957405019543817,0.4473560289439319,15.599793335403566
3.0,6.141421044142065,0.26286582895551003,2.2612273305178805,0.0,2.4016462687256164,0.59625,0.0,0.40375,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.8179178582981566,0.0,0.013304468775630398,0.3101915093876675,19.922811782502983
4.0,5.4828760759748345,0.2869936399880259,8.214556031938395,0.0,7.955684814962282,0.39125,0.0,0.60875,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.5707327137112532,0.0,0.026749623595407043,0.40411122247345127,10.915300435381127
5.0,6.282612625460777,0.4087959294479112,1.2237812415779705,0.0,5.24619188351319,0.73375,0.0,0.26625,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.5793359016105089,0.0,0.019430750527459358,0.587158899457242,18.960014514516068
6.0,5.926602448927995,0.48541527011324515,1.741651770572078,0.0,6.031064090596988,0.59625,0.0,0.40375,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.7253722009059316,0.0,0.027049764184896102,0.4354403290982214,16.89522715086749
7.0,5.89868312706829,0.6470908585411084,2.3674334062533653,0.0,5.779242447066847,0.32625,0.0,0.67375,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.9941318819332327,0.0,0.01537052820468147,0.41402864108350157,17.29250102817187
8.0,5.153217165674476,0.3977094001732443,1.577855186636968,0.0,0.4854713211825415,0.78875,0.0,0.21125,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.486018522551583,0.0,0.01571580912156341,0.5797666076669178,10.171449326378436
9.0,9.054448819535446,0.6887835918239279,1.8417369106652206,0.0,7.605849023667503,0.225,0.0,0.775,1.0,0.0255,0.0,0.0305,0.0048,0.0,0.00265,0.3939215936227912,0.0,0.0114530260253544,0.4186967871562407,10.239212507818461
